1.1,btz,"Alkisah , ni sebuah kute ( kute neggekhi desa ) megelakh kute kekhan si megelakh~ken salah~sebuah tanoh alas , kabupaten aceh tenggakhe sendah~ende . ",alkisah		ni	sebuah	kute		kute	neggekhi	desa		me- gelakh	kute	kekhan	si	me- gelakh -ken	salah sebuah	tanoh	alas		kabupaten	aceh	tenggakhe	sendah ende		,"alkisah	,	ni	sebuah	kute	(	kute	neggekhi	desa	)	me- gelakh	kute	kekhan	si	N<>ken>- gelakh -<N<>ken	salah sebuah	tanoh	alas	,	kabupaten	aceh	tenggakhe	sendhah endhe	.	","The.story.is.told	,	in,.at.(space)	one	city	(	city	Nagari	village	)	TO.HAVE.... title.(of.persons)	city	Engkeran	relpro	~~~ title.(of.persons) ~~~	ONE.OF	land	alas	,	county	Aceh	southeast	moment this	.	","Once upon a time in a town (Red-Gampong, Nagari, village) called Engkeran Town which is one of the regions of Alas Land, which is the district of Southeast Aceh today.","Alkisah di suatu kuta (Red-Gampong, Nagari, desa), bernama kuta Engkeran yang merupakan salah satu wilayah Tanah Alas, Kabupaten Aceh Tenggara saat ini.",ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,n	punct	Prep	distrnum	n	punct	n	nprop	n	punct	n>vi n	n	nprop	relpro	n>vt n n>vt	adj	n	nprop	punct	n	nprop	adj	n dem	punct	,n punct Prep distrnum n punct n nprop n punct vi n nprop relpro vt adj n nprop punct n nprop adj n punct ,~~~		~~~	~~~	~~~		~~~	~~~	~~~		~~~ ~~~	~~~	~~~	~~~	+unspec. var. of ~~~ ~~~	~~~	~~~	~~~		~~~	~~~	~~~	+dial. var. of +sp. var. of		
1.2,btz,Geluh sekelompok masakhakat si gemakh me~gotokhoyong te saling membantu sebuah khut lain~ne . ,geluh	se- kelompok	masakhakat	si	gemakh	me- goto khoyong	te	saling	meN- bantu	sebuah	khut	lain -=ne		,geluh	se- kelompok	masakhakat	si	gemakh	me- goto khoyong	te	saling	N- bantu	sebuah	khut	lain -=ne	.	,"to.live.(be.alive)	ONE team	community	relpro	to.like	TO.HAVE.... COOPERATION	and	mutual,.mutually	ACTIVE.VOICE to.help	one	with	other -=THE	.	",Lived a group of people who like to work together and help one another.,Hiduplah sekelompok Masyarakat yang gemar bergotong royong dan saling membantu satu sama lain.,ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,vi	n>n n	n	relpro	vt	n>vi n	Conj	adj	vt:Any v	distrnum	Prep	adj def	punct	,vi n n relpro vt vi Conj adj vt distrnum Prep n punct ,~~~	~~~ ~~~	~~~	~~~	~~~	~~~ ~~~	~~~	~~~	+unspec. var. of ~~~	~~~	~~~	~~~ ~~~		
1.3,btz,"Kalak di~geluh mecocok tanemen te mejume , ni~kakheneken tanoh~ne mejile kalihen subukh mebahan hasil panen setiap tahun~ne melimpah~khuah . ",kalak	di- geluh	me- cocok	tanemen	te	me- jume		ni- kakhene -ken	tanoh -=ne	mejile	kalihen	subukh	me- bahan	hasil	panen	setiap	tahun -=ne	me- limpah khuah		,"kalak	ni- geluh	me- cocok	tanemen	te	me- jume	,	ni<>ken>- kakhene -<ni<>ken	tanoh -=ne	mejile	kalihen	subukh	N- bhahan	hasil	panen	setiap	tahun -=ne	me- limpah khuah	.	","3mp	PAS.TR to.live.(be.alive)	TO.BE.... SUITABLE	field	and	TO.HAVE.... ricefleld	,	PASSIVE reason PASSIVE	land -=THE	good	very	fertile	ACTIVE.VOICE to.produce	result	harvest	every	year -=THE	TO.DO.... overflow downpour	.	","They make a living by farming and tending the paddy fields, because the very fertile land results in abundant crops every year.","mereka hidup dengan bercocok tanam dan bersawah, di karenakan tanahnya sangatlah subur membuat hasil panen setiap tahunnya berlimbah ruah.",ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,pro	v:Any vi	adj>v adj	n	Conj	n>vi n	punct	n>vt n n>vt	n def	adj	adv	adj	vt:Any v	n	n	quant	n def	v>vi v v	punct	,pro vt vt n Conj vi punct vt n adj adv adj vt n n quant n vi punct ,~~~	+dial. var. of ~~~	~~~ ~~~	~~~	~~~	~~~ ~~~		~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~	~~~	+unspec. var. of +sp. var. of	~~~	~~~	~~~	~~~ ~~~	~~~ ~~~ ~~~		
1.4,btz,Kute tekhsebut nipinpin oleh sebuah khaje cut si memekhintah~ken secakhe tukhun~menukhun te tunduk khut kejujukhen se~bulan te setiap tahun~ne megikhim~ken pajak me sultan aceh~dakhussalam . ,kute	tekhsebut	ni- pinpin	oleh	sebuah	khaje	cut	si	mem- pekhintah -ken	se- cakhe	tukhun meN- tukhun	te	tunduk	khut	ke- jujukh -en	se- bulan	te	setiap	tahun -=ne	me- kikhim -ken	pajak	me	sultan	aceh dakhussalam		,kute	tekhsebut	ni- pinpin	oleh	sebuah	khaje	cut	si	N<>ken>- pekhintah -<N<>ken	se<>en>- cakhe	tukhun N- tukhun	te	tunduk	khut	ke<>en>- jujukh -<ke<>en	se- bhulan	te	setiap	tahun -=ne	N<>ken>- kikhim -<N<>ken	pajak	bhe	sultan	aceh dakhussalam	.	,"city	previously.mentioned	PAS.TR to.lead	by	one	king	little.(small)	relpro	CAUSATIVE to.govern CAUSATIVE	ONE way,.method	TO.GO.DOWN ACTIVE.VOICE TO.GO.DOWN	and	to.bow	with	CHARACTERSTIC.OF honest CHARACTERSTIC.OF	ONE moon	and	every	year -=THE	CAUSATIVE send,.to CAUSATIVE	tax	to,..toward.(a.place)	sultan	ACEH.DARUSSALEM	.	",The town is led by a small king who has ruled for generations and is subject to the honesty of Mbatu Mbulan and annually sends taxes to the Sultan of Aceh Darussalam.,Kuta tersebut dipimpin oleh seorang raja kecil yang memerintah secara turun temurun dan tunduk pada kejujuran Mbatu Mbulan dan setiap tahunnya mengirimkan pajak ke Sultan Aceh Darussalam.,ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,n	adj	v:Any v	Prep	distrnum	n	adj	relpro	v>vt v v>vt	n>n n	vi vt:Any vi	Conj	vi	Prep	adj>n adj adj>n	n>n n	Conj	quant	n def	v>vt vt v>vt	n	Prep	n	nprop	punct	,n adj vt Prep distrnum n adj relpro vt n vi Conj vi Prep n n Conj quant n vt n Prep n nprop punct ,~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~	~~~	+unspec. var. of ~~~ ~~~	~~~ ~~~	~~~ +unspec. var. of ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~	~~~ +sp. var. of	~~~	~~~	~~~ ~~~	+unspec. var. of ~~~ ~~~	~~~	+unspec. var. of	~~~	~~~		
2,btz,"Ni~kisah~ken , semenjak menikahi pemain~sukhi~ne hinge sendah beliau mange kane ni~kakhuniai sekalak anak . ",ni- kisah -ken		semenjak	me- nikah -i	pemain sukhi -=ne	hinge	sendah	beliau	mange	kane	ni- kakhunia -i	se- kalak	anak		,"ni<>ken>- kisah -<ni<>ken	,	semenjak	N<>i>- nikah -<N<>i	pemain sukhi -=ne	hinge	sendhah	beliau	mange	kane	ni<>i>- kakhunia -<ni<>i	se- kalak	anak	.	","PASSIVE story PASSIVE	,	since	~~~ to.marry ~~~	QUEEN -=3SG	until	presently,.nowadays	3sg.Hon	yet,.not.yet	even.(also)	TRAN.PAS blessing TRAN.PAS	ONE 3mp	child	.	","It is said, since marrying his queen until now he has not been blessed with a son.","Di kisahkan, semenjak menikahi permaisurinya hingga sekarang beliau belum juga dikaruniai  seorang putra. ",ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,n>vt n n>vt	punct	Prep	v>vt v v>vt	n pro	adj	adv	pro	adv	adv	n>vt n n>vt	n>n pro	n	punct	,vt punct Prep vt n adj adv pro adv adv vt n n punct ,~~~ ~~~ ~~~		~~~	+dial. var. of ~~~ ~~~	~~~ ~~~	~~~	+dial. var. of	~~~	~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~		
3.1,btz,Hal edi kelok~lah membahe~ken bagi setekhusne ke~khajaen si ni~pinpin~ne kakhene suku alas kakhene suku si menganut sistem patkhilineal si dape menakhik gakhis ketukhunen akhi pihak laki-laki jadi namin laki-laki aminlah si mehak menekhus~ken gakhis ketukhunen te menjadi khaje . ,hal	edi	kelok lah	mem- bahe -ken	bagi	setekhusne	ke- khaja -en	si	ni- pinpin -=ne	kakhene	suku	alas	kakhene	suku	si	meng- anut	sistem	patkhilineal	si	dape	men- akhik	gakhis	ke- tukhun -en	akhi	pihak	laki-laki	jadi	namin	laki-laki	amin lah	si	me- hak	men- ekhus -ken	gakhis	ke- tukhun -en	te	meN- jadi	khaje		,hal	edhi	kelok -me	N<>ken>- bahaye -<N<>ken	bagi	setekhusne	ke<>en>- khaje -<se<>en	si	ni- pinpin -=ne	kakhene	suku	alas	kakhene	suku	si	N- anut	sistem	patkhilineal	si	dhape	N- takhik	gakhis	ke<>en>- tukhun -<ke<>en	akhi	pihak	dhelaki	jadi	namin	dhelaki	amin -me	si	me- hak	N<>ken>- tekhus -<N<>ken	gakhis	ke<>en>- tukhun -<ke<>en	te	N- jadi	khaje	.	,"thing	that,.those	very EMPHASIS	TO.CAUSE.TO.BECOME... dangerous TO.CAUSE.TO.BECOME...	for	continuing	NOMINALIZER king RECIPRICAL	relpro	PAS.TR to.lead -=3SG	because	tribe	alas	because	tribe	relpro	ACTIVE.VOICE to.follow	system	patrilineal	relpro	where	ACTIVE.VOICE to.pull	line	NOMINALIZER TO.GO.DOWN NOMINALIZER	from	side.(of.an.issue)	male	so	only	male	only EMPHASIS	relpro	TO.HAVE.... rights	CAUSATIVE to.continue CAUSATIVE	line	NOMINALIZER TO.GO.DOWN NOMINALIZER	and	ACTIVE.VOICE to.become	king	.	","This is very dangerous for the continuation of the kingdom that is led by him, because the Alas tribe is a tribe that adopts the Patrilineal system which draws a lineage from the male side, so only men are entitled to continue the lineage and become king.","Hal ini sangatlah berbahaya bagi keberlangsungan kerajaan yang dipimpinnya karena suku Alas adalah suku yang menganut sistem Patrilineal yang mana menarik garis keturunan dari pihak laki-laki, jadi hanya laki-laki sajalah yang berhak melanjutkan garis keturunan dan menjadi raja. ",ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,n	dem	adv ???>???	Adj>vt adj Adj>vt	Prep	adv	n>n n vt>vi	relpro	v:Any v pro	Conj	n	nprop	Conj	n	relpro	vt:Any vt	n	adj	relpro	Prep	vt:Any vt	n	n>n vi n>n	Prep	n	n	Conj	adv	n	adv ???>???	relpro	n>vi n	v>vt v v>vt	n	n>n vi n>n	Conj	vt:Any vt	n	punct	,n dem vt vt Prep adv n relpro vt Conj n nprop Conj n relpro vt n adj relpro Prep vt n n Prep n n Conj adv n adv relpro vi vt n n Conj vt n punct ,~~~	+sp. var. of	~~~ +unspec. var. of	+unspec. var. of +unspec. var. of ~~~	~~~	~~~	~~~ +sp. var. of ~~~	~~~	~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~	~~~	+unspec. var. of ~~~	~~~	~~~	~~~	+dial. var. of	+unspec. var. of ~~~	~~~	~~~ ~~~ ~~~	~~~	~~~	+unspec. var. of	~~~	~~~	+unspec. var. of	~~~ +unspec. var. of	~~~	~~~ ~~~	+unspec. var. of ~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~	+unspec. var. of ~~~	~~~		
3.2,btz,"pade suatu bongi , sang pemain~sukhi khaje medikusi khut lakine , "" kanda , engo dekah kite mekhumah~tangge , nangat khasene adinda memiliki sekalak anak laki-laki "". ",pade	suatu	bongi		sang	pemain sukhi	khaje	me- dikusi	khut	laki -=ne			kanda		engo	dekah	kite	me- khumah tangge		nangat	khase -=ne	adinda	me- milik -i	se- kalak	anak	laki-laki		,"padhe	suatu	bhongi	,	sang	pemain sukhi	khaje	me- dikusi	khut	dhelaki -=ne	,	""	kanda	,	enggou	dhekah	kite	me- khumah tanggo	,	nangat	khase -=ne	adinda	N<>i>- milik -<N<>i	se- kalak	anak	dhelaki	"".	","on.(of.dates)	a	night	,	class.person	QUEEN	king	TO.DO.... to.discuss	with	husband -=3SG	,	""	older.sibling	,	have.been,.ever	old.(of.things)	we	TO.HAVE.... HOUSEHOLD	,	desire,.to	feel,.to -=3SG	younger.sibling	TO.APPLY.....TO.THE.OBJECT possession TO.APPLY.....TO.THE.OBJECT	ONE 3mp	child	male	"".	","One night, the king's wife discussed with her husband, ""Please, we have been married for a long time. I want to have a son.""","​​Pada Suatu malam, sang permaisuri raja berdiskusi dengan suaminya, “Kanda,,, sudah lama kita berumah tangga, ingin rasanya adinda mempunyai seorang anak laki-laki”",ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,Prep	quant	n	punct	clf	n	n	v>vi v	Prep	n pro	punct	punct	n	punct	adv	adj	pro	n>vi n	punct	vt	vt pro	n	n>vt n n>vt	n>n pro	n	n	punct	,Conj quant n punct clf n n vi Prep n punct punct n punct adv adj pro vi punct vt vt n vt n n n punct ,+sp. var. of	~~~	+dial. var. of		~~~	~~~	~~~	~~~ +dial. var. of	~~~	+sp. var. of ~~~			~~~		+unspec. var. of	+sp. var. of	~~~	~~~ +dial. var. of		~~~	~~~ ~~~	~~~	+dial. var. of ~~~ ~~~	~~~ ~~~	~~~	+unspec. var. of		
3.3,btz,"benakh adinda , kanda menangkat~ken hal si bali , de kelak pagi aku ni~tengo Allah , te kite endak lot ketukhunen , kanda biakh endak lot nange penekhus kekhajaen ngkekhan ende "" ",benakh	adinda		kanda	men- angkat -ken	hal	si	bali		de	kelak	pagi	aku	ni- tengo	Allah		te	kite	endak	lot	ke- tukhun -en		kanda	biakh	endak	lot	nange	peN- tekhus	ke- khaja -en	ngkekhan	ende		,"bhenakh	adinda	,	kanda	N<>ken>- angkat -<N<>ken	hal	si	bali	,	dhe	kelak	pagi	aku	ni- tengo	Allah	,	te	kite	ndak	loot	ke<>en>- tukhun -<ke<>en	,	kanda	bhiakh	ndak	loot	nange	peN- tekhus	ke<>en>- khaje -<ke<>en	kekhan	endhe	""	","true	younger.sibling	,	older.sibling	CAUSATIVE pick.up CAUSATIVE	thing	relpro	same	,	if	what.will.come	tomorrow	1sg	PAS.TR to.call	God	,	and	we	not	be,.exist,.have	NOMINALIZER TO.GO.DOWN NOMINALIZER	,	older.sibling	fear	not	be,.exist,.have	again	PERSON.WHO... to.continue	NOMINALIZER king NOMINALIZER	Engkeran	this	""	","""Right, dearest, I also want the same thing. If tomorrow I am called by God, and we have no descendants, I am afraid there will be no successor to the Ngkeran kingdom.""","“benar adindaku,kanda juga menginginkan hal yang sama, jika kelak esok aku di panggil Allah, dan kita tidak punya keturunan, kanda takut tidak ada lagi penerus kerajaan Ngkeran ini”.",ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,adj	n	punct	n	v>vt vt v>vt	n	relpro	adj	punct	Conj	n	n	pro	v:Any v	nprop	punct	Conj	pro	adv	existmrkr	n>n vi n>n	punct	n	n	adv	existmrkr	adv	v>n v	n>n n n>n	nprop	dem	punct	,adj n punct n vt n relpro adj punct Conj n n pro vt nprop punct Conj pro adv existmrkr n punct n n adv existmrkr adv n n nprop dem punct ,+dial. var. of	~~~		~~~	+unspec. var. of ~~~ ~~~	~~~	~~~	~~~		+sp. var. of	~~~	~~~	~~~	~~~ ~~~	~~~		~~~	~~~	+sp. var. of	+dial. var. of	~~~ ~~~ ~~~		~~~	+sp. var. of	+sp. var. of	+dial. var. of	~~~	~~~ ~~~	~~~ +sp. var. of ~~~	+sp. var. of	+sp. var. of		
4.1,btz,Bongi ge suntuk khaje te pemain~sukhine medikusi gedang . ,bongi	ge	suntuk	khaje	te	pemain sukhi -=ne	me- dikusi	gedang		,bhongi	ge	suntuk	khaje	te	pemain sukhi -=ne	me- dikusi	gedhang	.	,night	just	throughout	king	and	QUEEN -=THE	TO.DO.... to.discuss	long.(length)	.	,All night the king and his queen had a long discussion.,Semalam suntuk Raja dan permaisurinya berdiskusi panjang. ,ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,n	adv	adv	n	Conj	n def	v>vi v	adj	punct	,n adv adv n Conj n vi adj punct ,+dial. var. of	~~~	~~~	~~~	~~~	~~~ ~~~	~~~ +dial. var. of	+sp. var. of		
4.2,btz,"Te sohlah pade titik~jump , pepagi~ne kalaki tekhus memulungken kekhine ahli nujum ( dukun ) Si mejile lot ni selukhuh tanoh alas , kakho te belang~kejekhen , namun nihil kekhine usahe edi sie-sie telat buah ahli nujum pe si mampu memekhe~ken jawaben sikal kegelisahen sepasang suami istekhi edi . ",te	soh -=lah	pade	titik jump		pepagi -=ne	kalaki	tekhus	meN<>ken ulung -ken	kekhine	ahli	nujum		dukun		si	mejile	lot	ni	selukhuh	tanoh	alas		kakho	te	belang kejekhen		namun	nihil	kekhine	usahe	edi	sie-sie	telat	buah	ahli	nujum	pe	si	mampu	meN<>ken ekhe -ken	jawab -en	sikal	ke- gelisah -en	sepasang	suami	istekhi	edi		,"te	soh -=lah	padhe	titik jumpe	,	pepagi -=ne	kalak	tekhus	N<>ken>- pulung -<N<>ken	kekhine	ahli	nujum	(	dukun	)	si	mejile	loot	ni	selukhuh	tanoh	alas	,	kakho	te	belang kejekhen	,	namun	nihil	kekhine	usahe	edhi	sie-sie	telat	buah	ahli	nujum	pe	si	mampu	N<>ken>- bekhe -<N<>ken	jawab -en	sikal	ke<>en>- gelisah -<ke<>en	sepasang	suami	istekhi	edhi	.	","and	to.arrive -=FRONTED.ELEMENT	on.(of.dates)	point meet,.to	,	morning -=3SG	3mp	to.continue	CAUSATIVE to.gather CAUSATIVE	all	expert	fortune.teller	(	shaman	)	relpro	good	be,.exist,.have	in,.at.(space)	entire	land	alas	,	Karo	and	BLANGKEJEREN	,	but	nothing	all	effort	that,.those	useless	late	one	expert	fortune.teller	however	relpro	to.be.capable.of	CAUSATIVE to.give CAUSATIVE	reply,.to(verbally) OBJECT.OF.VERB	will	NOMINALIZER worried NOMINALIZER	pair.of	husband	wife	that,.those	.	","And until the meeting time, tomorrow morning they will gather all the best fortune-tellers (Shamans) in all the Alas, Karo, and Blangkejeren lands, but all that effort was in vain and there was not even one fortune-teller who was able to give an answer for the anxieities of the husband and wife.","Dan sampailah pada titik temu, besok pagi mereka akan mengumpulkan semua ahli Nujum (Dukun) terbaik yang ada diseluruh tanah Alas, Karo dan Blangkejeren, namun Nihil semua usaha itu sia-sia tak ada satu ahli nujum pun yang mampu memberikan jawaban akan kegelisahan sepasang suami-istri ini.",ML ID,"This appears to be a translation of part of the story from https://kaisosogarcia.blogspot.com/2016/04/si-layakh-cerita-rakyat-dari-kutacane.html. However, I have been told the Alas is good in it.",1 - Si Layakh,Conj	vi prt	Prep	n v	punct	n pro	pro	v	v>vt vi v>vt	adj	n	n	punct	n	punct	relpro	adj	existmrkr	Prep	adj	n	nprop	punct	nprop	Conj	nprop	punct	Conj	adj	adj	n	dem	adj	adj	cardnum	n	n	adv	relpro	vt	v>vt vt v>vt	v v>n	adv	n>n adj n>n	n	n	n	dem	punct	,Conj vi Prep n punct n pro vt vt adj n n punct n punct relpro adj existmrkr Prep adj n nprop punct nprop Conj nprop punct Conj adj adj n dem adj adj cardnum n n adv relpro vt vt n adv n n n n dem punct ,~~~	~~~ ~~~	+sp. var. of	~~~ +sp. var. of		~~~ ~~~	+unspec. var. of	~~~	+unspec. var. of ~~~ ~~~	~~~	~~~	~~~		~~~		~~~	~~~	+dial. var. of	~~~	~~~	~~~	~~~		~~~	~~~	~~~		~~~	~~~	~~~	~~~	+sp. var. of	~~~	~~~	~~~	~~~	~~~	~~~	~~~	~~~	+unspec. var. of ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~	~~~	~~~	+sp. var. of		
